Chemical name	Distance (lower = more similar)
1,1,1,4,4,5,5,5-Octafluoro-2,3-bis(trifluoromethyl)pent-2-ene	25
1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl hypochlorite	25
2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanenitrile	25
[(Pentafluoroethyl)sulfanyl]benzene	25
2-(Ethylsulfanyl)-3,3,3-trifluoro-2-(trifluoromethyl)propanoyl fluoride	25
1,1,1,2,4,4,4-Heptafluoro-3-(trifluoromethyl)but-2-ene	25
4,4,5,5,6,6,6-Heptafluorohex-1-ene	25
1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-1,6-bis[(trifluoroethenyl)oxy]hexane	25
1,1,1,2,2,5,5,5-Octafluoropentan-3-one	25
Propanenitrile, 2,3,3,3-tetrafluoro-2-iodo-	25
heptafluorpentan	25
Octanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-	25
Nonanal, 4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluoro-	25
1,1,1,2,2,3,3,4,4-nonafluorohexane	25
4,4,5,5,6,6-Hexafluoro-1lambda~6~,3lambda~6~,2-dithiazinane-1,1,3,3-tetrone	25
(PENTAFLUOROETHYL)BENZENE	25
Butane, 1,1,2,3,3,4-hexafluoro-	25
4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluoro-1-nonene	25
Benzene, (nonafluorobutyl)-	25
Propane, 2-(chlorofluoromethoxy)-1,1,1,3,3,3-hexafluoro-	25
1,1,1,4,4,4-hexafluoro-2-(trifluoromethyl)but-2-ene	25
1-Undecene, 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-	25
Ethane, 1,1,1,2-tetrafluoro-2-methoxy-, (S)-	25
Decanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-	25
Benzene, (heptadecafluorooctyl)-	25
1-Hexene, 6-chloro-3,3,4,4,5,5,6,6-octafluoro-	25
Benzoic acid, 4-(tridecafluorohexyl)-	25
Propanenitrile, 2,2,3,3-tetrafluoro-3-iodo-	25
2-Pentene, 1,1,1,4,4,5,5,5-octafluoro-2-(trifluoromethyl)-	25
Octane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-methoxy-	25
1-Propanol, 3,3,3-trifluoro-2-(trifluoromethyl)-	25
2,3,4,5,5,5-Hexafluoro-4-(trifluoromethyl)pent-2-enoic acid	25
Benzoic acid, 4-[(heptafluoropropyl)thio]-	25
1,1,1,3,3,3-hexafluoro-2-(iodomethyl)propane	25
1-Iodo-1H,1H-nonafluoropentane	25
1H,1H,2H,2H-Perfluorododecyltrichlorosilane	25
1,1,1,2-tetrafluoro-2-methoxyethane	25
1H,1H,2H,2H-Perfluorotetradecyltrichlorosilane	25
3,4,4,4-tetrafluoro-3-(trifluoromethyl)but-1-ene	25
1-Bromo-2,3,3,3-tetrafluoropropene	25
1h,1h-perfluorohexadecan-1-ol	25
1-Iodo-1H,1H-perfluorooctane	25
2-(Bromomethyl)-1,1,1,3,3,3-hexafluoropropane	25
4,4,4-trifluoro-3-(trifluoromethyl)butanoic Acid	25
1H,1H-Tridecafluoro-1-iodoheptane	25
1-Iodo-1H,1H-perfluorohexane	25
1H,1H-Perfluorohexan-1-ol	25
3,3,4,4-Tetrafluorobutan-2-one	25
3,4-dibromo-1,1,1,2,2-pentafluorobutane	25
3,4,4,5,5,5-hexafluoro-3-(trifluoromethyl)pent-1-ene	25
1h,1h-perfluorooctadecan-1-ol	25
1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane	25
1H,1H-Perfluoro-1-tetradecanol	25
1,1,2-Tribromo-1-(nonafluorobutyl)ethane	25
1H,1H-Perfluoroundecan-1-ol	25
1,1,1,2,3,3,3-Heptafluoro-2-(1,1,2,2-tetrafluoro-2-iodoethoxy)propane	25
1H,1H-Perfluoro-1-dodecanol	25
1,8-Divinylperfluorooctane	25
2-bromo-2,3,3,3-tetrafluoropropanenitrile	25
1-bromo-4,4,5,5,6,6,6-heptafluoro-3,3-bis(trifluoromethyl)hex-1-ene	25
5,6-dibromo-1,1,1,2,2,3,3,4,4-nonafluorohexane	25
Bis[1,1,1,3,3,4,4,5,5,5-decafluoro-2-(trifluoromethyl)pentan-2-yl]mercury	25
1H,1H-Perfluoro-1-decanol	25
3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)but-1-ene	25
1,1,1,2,2,5,5,6,6,9,9,10,10,10-tetradecafluorodec-3-ene	25
4,4,5,5,6,6,6-heptafluoro-1-iodo-3,3-bis(trifluoromethyl)hex-1-ene	25
2-Chloroheptafluoro-2-butene	25
Benzene, [[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]thio]-	25
1,1,1,3,3,3-Hexafluoropropan-2-yl trifluoroacetate	25
Tris(perfluoro(2-isopropoxyethyl))-methylsilane	25
4,4,5,5,6,6,6-Heptafluoro-3,3-bis(trifluoromethyl)hex-1-ene	25
1,1,2,2,5,5,6,6-Octafluorohexane	25
1,1,2,2,3,3,4,4,7,7,8,8,9,9,10,10-Hexadecafluorodecane	25
1H,1H-Perfluoro-1-nonanol	25
1,2-Pentanedione, 3,3,4,4,5,5,5-heptafluoro-1-phenyl-	25
NSC361403	25
NSC146413	25
3,3,4,4,5,5-hexafluoroheptane-2,6-diol	25
2-Octen-4-one, 5,5,6,6,7,7,8,8-octafluoro-2-mercapto-	25
2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propanoic acid	25
4-Hexen-3-one, 1,1,2,2-tetrafluoro-5-mercapto-	25
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,18-Tritriacontafluoro dihydrogen phosphate	25
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Nonacosafluorohexadecyl dihydrogen phosphate	25
Perfluoropinacol	25
Trichloro(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane	25
Perfluorohex-1-ene	25
3,3,3-Trifluoropropenone, 2-(trifluoromethyl)-	25
(1,1,2,2-Tetrafluoroethoxy)ethylene	25
1,1,1,3,3,3-Hexafluoro-2-methoxy-2-propanol	25
Ether, methyl octafluoroisobutyl	25
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl dihydrogen phosphate	25
Perfluorooct-1-ene	25
1,1,2,2-Tetrafluoro-1-methoxyethane	25
Propane, 3-bromo-1,1,1,2,2-pentafluoro-	25
2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptan-1-ol	25
1,1,1,2,2,3,3-Heptafluoro-4-chlorobutane	25
Perfluoronon-1-ene	25
Perfluorohept-1-ene	25
Perfluorodecene	25
Hexane, 1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-1-iodo-6-(1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy)-	25
alpha-(Trifluoromethoxy)-alpha,alpha-difluoromethyl acetate	25
2-Butenoic acid, 4,4,4-trifluoro-3-trifluoromethyl-	25
Dodecafluoro-1,9-decadiene	25
3,3,4,4-Tetrafluorohexa-1,5-diene	25
1,1,1,3,4,4,5,5,5-Nonafluoro-2-(trifluoromethyl)pent-4-ene	25
2,3-Pentadiene, 1,1,1,5,5,5-hexafluoro-2,4-bis(trifluoromethyl)-	25
Silane, trichloro(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-	25
1-Propene, 2,3,3,3-tetrafluoro-	25
HFC-245ca	25
Propane, 3-chloro-1,1,1,2,2-pentafluoro-	25
1-Butene, 3,3,4,4-tetrafluoro-4-iodo-	25
Propane, 1,1,1,2,2,3,3-heptafluoro-3-methoxy-	25
Butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxy-	25
1-Butene, 4-bromo-3,3,4,4-tetrafluoro-	25
1-Octanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-	25
Propane, 1,1,1,2,2-pentafluoro-3-iodo-	25
1-Butanol, 2,2,3,3,4,4,4-heptafluoro-	25
Butane, 1,1,1,2,2,3,3-heptafluoro-4-iodo-	25
1-Propanol, 2,2,3,3,3-pentafluoro-	25
1,1,2,3,3,3-Hexafluoro-1-propene	25
Tris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) phosphate	26
Tris(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl) phosphate	26
Methyl 5-chloro-2,2,3,3,4,4-hexafluoro-5-oxopentanoate	26
2-(tert-Butylperoxy)-1,1,1,3,3,3-hexafluoropropan-2-ol	26
4,4,5,5,5-Pentafluoro-1-phenylpent-1-en-3-ol	26
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2,2-dimethylnonanal	26
4,5,5,5-Tetrafluoro-2-(trifluoromethyl)penta-1,3-diene	26
1,2,3,4,4,4-Hexafluoro-3-(heptafluoropropoxy)but-1-ene	26
(E)-1-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)oxy]-1-oxo-2-phenyl-1lambda~5~-diazene	26
1-[Difluoro(trifluoromethoxy)methoxy]-1,2,2-trifluoroethene	26
2,2,3,4,4,4-Hexafluoro-1-phenylbutan-1-one	26
Difluoro[1,1,2,2-tetrafluoro-2-(pentafluoroethoxy)ethoxy]acetonitrile	26
Trichloro[4,4,4-trifluoro-3,3-bis(trifluoromethyl)butyl]silane	26
Benzoic acid--1,1,3,3,3-pentafluoro-2-(trifluoromethyl)propan-1-ol (1/1)	26
Trichloro(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane	26
2,2,3,3,3-Pentafluoro-1-(2,2,3,3,3-pentafluoropropoxy)propan-1-ol	26
1,8-Dibromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorooctane	26
6-Chloro-1,1,2,2,3,3,4,4,5,5,6,7-dodecafluoroheptane	26
4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-1-phenylnon-1-en-3-ol	26
7-Chloro-1,1,2,3,3,4,4,5,5,6,6,7,7-tridecafluorohept-1-ene	26
1,1,1,2-Tetrafluoro-2,2-dimethoxyethane	26
4,4,5,5,5-Pentafluoro-2-methylpentanoic acid	26
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol	26
2,2,3,3-Tetrafluoro-3-(trifluoromethoxy)propanenitrile	26
1,1,1,2-Tetrafluoro-2-(trifluoromethyl)hex-4-en-3-one	26
1,1,1,2,2,3,3-Heptafluoro-3-(2,2,3,3-tetrafluoropropoxy)propane	26
1,1,1,2,3,4,4-Heptafluoro-4-[(trifluoroethenyl)oxy]but-2-ene	26
1,1,1,3,4,4,5,5,5-Nonafluoro-2-(heptafluoropropoxy)pent-2-ene	26
6-Chloro-1,1,1,2,2,3,3,4,4-nonafluoro-5-iodohexane	26
2,3,3,4,4,5,5,6,6,7,7-Undecafluoro-1-iodohept-1-ene	26
1,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-iodohept-1-ene	26
1,1,1,4,5,6,6,6-Octafluoro-2,3,4,5-tetrakis(trifluoromethyl)hex-2-ene	26
3,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-3-en-2-one	26
1-Methyl-4-(nonadecafluorononyl)benzene	26
1-Methyl-4-(undecafluoropentyl)benzene	26
Europium(3+) trifluoroacetate--water (1/3/3)	26
PUBCHEM_71311182	26
1,2,3,3,3-Pentafluoro-1-[(1,2,3,3,3-pentafluoroprop-1-en-1-yl)oxy]prop-1-ene	26
3,4,4,4-Tetrafluoro-3-(heptafluoropropoxy)but-1-ene	26
4,5-Dichloro-1,1,2,3,3,4,5,5-octafluoropent-1-ene	26
2-Cyano-2,3,3,3-tetrafluoropropanoyl fluoride	26
Thulium tris(trifluoroacetate)	26
Acetic acid--3,3,4,5,5,5-hexafluoropentan-2-ol (1/1)	26
Erbium tris(trifluoroacetate)	26
1-[4-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutane-1-sulfonyl)-5-methyl-3-phenyl-2,3-dihydrofuran-2-yl]ethan-1-one	26
N-(1,1,2,3,3,3-Hexafluoropropyl)hypofluorous amide	26
1-[4'-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutane-1-sulfonyl)-5'-methyl[2',3'-dihydro[2,3'-bifuran]]-2'-yl]ethan-1-one	26
(1-Chloro-1,2,2,2-tetrafluoroethyl)benzene	26
4,4,5,5,5-Pentafluoro-3-methylpent-1-en-3-ol	26
5-Chloro-2,2,3,3,4-pentafluoropent-4-enoic acid	26
Decafluoroheptanedinitrile	26
1,2,3,3,3-Pentafluoro-1-(trifluoromethoxy)prop-1-ene	26
1,1,2,3,4,5,5,5-Octafluoro-1-iodo-4-(trifluoromethyl)pent-2-ene	26
1-Chloro-1,2,3,3,3-pentafluoroprop-1-ene	26
1,1,2,2,4,4,4-Heptafluoro-3-(iodomethyl)-1-(1,2,2,2-tetrafluoroethoxy)butane	26
Silver(1+) 1,1,1,2,3,3,3-heptafluoropropan-2-ide	26
5,5,5-Trifluoro-4-(trifluoromethyl)penta-1,3-diene	26
N-(Pentafluoroethyl)-N-(trifluoromethyl)hypofluorous amide	26
Aluminium tris(trifluoroacetate)	26
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-6-[(trifluoroethenyl)oxy]hexane	26
2-(N-Methylperfluorooctanesulfonamido)acetic acid	26
N-Butyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide	26
3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-2,2-dimethyloctanal	26
1-(1,1,1,3,3,3-Hexafluoropropan-2-yl)-4-methylbenzene	26
Phenyl(1,1,2,2-tetrafluoroethyl)phosphane	26
1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl trifluoroacetate	26
5,5,6,6,6-Pentafluorohex-1-ene	26
1,1,1,2,2,3,3,4,4-Nonafluoro-6-iodoheptane	26
Tris(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) phosphate	26
3,3,4,4,4-Pentafluoro-2-methylbutan-2-ol	26
1,1,1,2-Tetrafluoro-2-(2,2,2-trifluoroethoxy)ethane	26
3-[Bromo(difluoro)methyl]-3,4,4,4-tetrafluorobut-1-ene	26
1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol	26
Pentafluoroethyl prop-2-enoate	26
PUBCHEM_16212380	26
2,2'-(1,4-Phenylene)bis(hexafluoropropan-2-ol)--water (1/1)	26
1,1-Dichloro-2,3,3,4,4,4-hexafluorobut-1-ene	26
Lanthanum tris(trifluoroacetate)	26
Barium bis(trifluoroacetate)	26
4-{[1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl]sulfanyl}benzoic acid	26
(1,1,2,2,3,3,4,4-Octafluoro-4-iodobutyl)benzene	26
3-{[1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl]sulfanyl}benzoic acid	26
2,2-Bis(trifluoromethyl)butanoyl fluoride	26
1-[Difluoro(pentafluoroethoxy)methoxy]-1,2,2-trifluoroethene	26
Heptadecafluorooctyl prop-2-enoate	26
1-Methyl-3-(pentafluoroethyl)benzene	26
Zinc bis(trifluoroacetate)	26
3-Bromo-1,1,2,3,4,4,4-heptafluorobut-1-ene	26
1,1,1,2,2,3,3,4,4-Nonafluoro-4-[(trifluoroethenyl)oxy]butane	26
3,3,5-Trichloro-1,1,1,2,2-pentafluoropentane	26
1,1-Dichloro-2,3,4,4,4-pentafluorobut-1-ene	26
Dodecafluorooctanedinitrile	26
5,6-Dibromo-1,1,2,3,3,4,4,5,6,6-decafluorohex-1-ene	26
N-Fluoro-N-(nonafluorobutyl)hypofluorous amide (non-preferred name)	26
1,1,1,4,5,5,5-Heptafluoro-2,3,4-tris(trifluoromethyl)pent-2-ene	26
Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) hydrogen phosphate	26
1,1,2,3,3,4,4,5,5-Nonafluoro-5-[(trifluoroethenyl)oxy]pent-1-ene	26
1,1,2,3,3,4,4,5,6,6-Decafluorohexa-1,5-diene	26
1-Methyl-4-(pentafluoroethyl)benzene	26
Methyl difluoro[(heptadecafluorooctyl)oxy]acetate	26
{[1,1,1,3,3,4,4,5,5,5-Decafluoro-2-(trifluoromethyl)pentan-2-yl]sulfanyl}benzene	26
1,1,1,2,2,3,3-Heptafluoro-4,4-bis(trifluoromethyl)hexane	26
{[(1-Bromo-1,2,2,2-tetrafluoroethyl)sulfanyl]methyl}benzene	26
2,2,3,3-Tetrafluoro-3-methoxypropanoyl fluoride	26
5,5,6,6,7,7,7-Heptafluoro-4,4-bis(trifluoromethyl)hept-1-ene	26
Copper(1+) 1,1,2,2,2-pentafluoroethan-1-ide	26
Copper(1+) 1,1,2,2,3,3,4,4,4-nonafluorobutan-1-ide	26
Cadmium bis(1,1,2,2,3,3,4,4,4-nonafluorobutan-1-ide)	26
(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)benzene	26
3,3,4,5,5,5-Hexafluoro-2-methylpentan-2-ol	26
Cadmium bis(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexan-1-ide)	26
1,1,2,2,3,3,3-Heptafluoro-N,N-bis(trifluoromethyl)propan-1-amine	26
1,1,1,2,3,3-Hexafluoro-2-methoxypropane	26
4,4,5,5,6,6,7,7,7-Nonafluorohept-2-yn-1-ol	26
1,1,2,3,3-Pentafluoro-1,3-dimethoxypropane	26
1,1,2,2,2-Pentafluoro-N-(trifluoromethyl)ethan-1-amine	26
4-Chloro-1,1,2,2,3,3-hexafluorobutane	26
Diethyl 2,2,3,3,4,4,5,5-octafluoropentyl phosphate	26
(1,1,1,2,3,3,4,5,5,5-Decafluoropentan-2-yl)benzene	26
2-Bromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol	26
2-Bromo-3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol	26
1,1,1,3,5,5,5-Heptafluoro-4-(trifluoromethyl)pent-3-en-2-one	26
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol	26
5-Bromo-4,4,5,5-tetrafluoropent-1-ene	26
7-Bromo-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoroheptane	26
1-[(Heptafluoropropyl)sulfanyl]-4-methylbenzene	26
Methyl 3,3,4,4,5,5,6,6,6-nonafluoro-2-oxohexanoate	26
2-Chloro-1,1,1,4,4,4-hexafluoro-3-(trifluoromethyl)but-2-ene	26
1,1,2,3,3,4,4,5,5,6,6,7,8,8-Tetradecafluoroocta-1,7-diene	26
Methyl 3,3,4,4,4-pentafluoro-2-oxobutanoate	26
1,1,2,2,2-Pentafluoro-N,N-bis(trifluoromethyl)ethan-1-amine	26
Triethoxy(1,1,1,3,3,3-hexafluoropropan-2-ylidene)-lambda~5~-phosphane	26
5,5,5-Trifluoro-4,4-bis(trifluoromethyl)pent-1-ene	26
2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-phenylheptan-1-one	26
2,3,3,3-Tetrafluoro-1-phenylpropan-1-one	26
4-Bromo-1,1,1,2,2-pentafluorobutane	26
5,5,6,6,7,7,8,8,9,9,9-Undecafluorononane-2,4-dione	26
4-Chloro-1,1,2,3,3,4,4-heptafluorobut-1-ene	26
5-Bromo-1,1,2,2,3,3,4,4-octafluoropentane	26
Methyl bis(2,2,3,3-tetrafluoropropyl) phosphate	26
3-[(1,1,1,3,3,3-Hexafluoropropan-2-yl)sulfanyl]cyclohex-1-ene	26
AGN-PC-0NI0TK	26
4-(Heptafluoroisopropyl)benzoic acid	26
2,5,8,11-Tetraoxadodecane, 3,3,4,4,6,6,7,7,9,9,10,10-dodecafluoro-	26
Cyclobutane, 1,1,2,2-tetrafluoro-3-(pentafluoroethyl)-	26
Copper (II) Trifluoroacetate	26
Lithium, (pentafluoroethyl)-	26
Silane, triethoxy(heptadecafluorooctyl)-	26
1-Butene, 1,1,2,3,3,4,4-heptafluoro-4-[(trifluoroethenyl)oxy]-	26
1-Hexanol, 2,2,3,4,4,5,6,6,6-nonafluoro-3-(trifluoromethyl)-	26
1,2-dimethoxy-1,1,2,2-tetrafluoroethane	26
Hexanoic acid, 6-chloro-3,3,4,4,5,5,6,6-octafluoro-	26
Pentane, 5-chloro-1,1,2,2,3,3,4,4-octafluoro-	26
Heptane, 6,7-dichloro-1,1,2,2,3,3,4,4,5,5,6-undecafluoro-	26
1-Pentene, 1,1,2-trichloro-3,3,4,4,5,5,5-heptafluoro-	26
Propanoic acid, 2,3,3,3-tetrafluoro-2-methoxy-	26
1,1-Dichloro-2,3,3,3-tetrafluoroprop-1-ene	26
1,11-Dodecadiene, 4,4,5,5,6,6,7,7,8,8,9,9-dodecafluoro-	26
2-Pentene, 1,1,1,3,4,5,5,5-octafluoro-2,4-bis(trifluoromethyl)-	26
1-Butene, 1,1,2,3,3,4,4-heptafluoro-4-iodo-	26
AGN-PC-0NCHP5	26
Phosphine, 1,2-ethanediylbis[bis(pentafluoroethyl)-	26
1-Butene, 3,3,4,4,4-pentafluoro-2-(trifluoromethyl)-	26
4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecanoyl chloride	26
Dodecanal, 5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heptadecafluoro-	26
Cyclopentane, (1,1,2,3,3,3-hexafluoropropyl)-	26
Thiophene, 2-(tridecafluorohexyl)-	26
PENTAFLUORONITROSOETHANE	26
Nonafluorobutyl prop-2-enoate	26
Cyclohexane, 1,2,3,4,5-pentafluoro-6-(1,1,2,2,3,3,3-heptafluoropropyl)-	26
Ethane, 1-chloro-1,1,2,2-tetrafluoro-2-methoxy-	26
(2E)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoronon-2-en-1-ol	26
4,5,6,6,6-pentafluorohexa-1,4-diene	26
[3,4,6-triacetyloxy-5-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyloxy)oxan-2-yl]methyl Acetate	26
1-Bromopentafluoropropene	26
1,2,3,3,4,4,4-Heptafluoro-1-iodobut-1-ene	26
1,1,2-trifluoro-1-(trifluoromethoxy)ethane	26
1-bromo-1h,1h,2h,2h-perfluorooctane	26
Vinyl perfluorooctanoate	26
2,2,3,4,4,5,5,6,6,7,7-undecafluoroheptan-1-ol	26
4-bromo-1,1,1-trifluoro-2-(trifluoromethyl)butane	26
2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethanol	26
2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanoyl chloride	26
Octafluoro-3-methoxyprop-1-ene	26
1h,1h-perfluoro-3,6-dioxadecan-1-ol	26
1H,1H,2'H-Perfluorodipropyl ether	26
4,4,5,5,6,6,7,7-octafluorodeca-1,9-diene	26
10-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorodecane	26
1,1,2,2,3,3,4,4-octafluoro-5-(1,1,2,2-tetrafluoroethoxy)pentane	26
(Perfluoroheptanoyl)acetone	26
Tetrafluorosuccinonitrile	26
2,3,4,5,5,5-hexafluoro-2,4-bis(trifluoromethyl)pentan-1-ol	26
2,3,3,4,4,5,5,6,6,7,7-Undecafluorohept-1-ene	26
1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-7-iodoheptane	26
1,1,2,2,3,3,4,4-Octafluoro-5-iodopentane	26
Methyl Perfluorononanoate	26
Perfluorosebaconitrile	26
Methyl perfluorotetradecanoate	26
1,1,1,2,2-pentafluoro-2-(2,2,2-trifluoroethoxy)ethane	26
1,1,2,2-Tetrafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane	26
4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundec-2-en-1-ol	26
Methyl perfluorooctadecanoate	26
Methyl perfluoroundecanoate	26
2-chloro-3,3,4,4,5,5,5-heptafluoropent-1-ene	26
1,1,1,2,2-Pentafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane	26
1H,1H-Perfluoro(3,5,5-trimethylhexan-1-ol)	26
5,5,6,6,6-pentafluorohexane-2,4-dione	26
2-Bromo-2-(bromomethyl)-1,1,1,3,3,3-hexafluoropropane	26
2-Chloro-2-(chloromethyl)-1,1,1,3,3,3-hexafluoropropane	26
Methyl perfluoropentadecanoate	26
5,5,6,6,7,7,7-heptafluoroheptane-2,4-dione	26
4-(Difluoromethoxy)-1,1,1,2,3,3-hexafluorobutane	26
2-bromo-3,3,4,4,4-pentafluorobut-1-ene	26
Heptafluoroisopropyl methyl ether	26
1,1,2,3,3,3-Hexafluoropropyl 2,2,2-trifluoroethyl ether	26
1h,1h,8h-perfluoro-1-octanol	26
1,1,2,3,3,4,4,5,5,6,6-undecafluorohex-1-ene	26
2,2,3,4,4,5,5,6,6,7,8,8,8-Tridecafluoro-3,7-bis(trifluoromethyl)octan-1-ol	26
3,4,4,4-tetrafluoro-3-(trifluoromethoxy)but-1-ene	26
1,1,2,3,3,4,4-heptafluorobut-1-ene	26
1,1,1,2,3,3,3-heptafluoro-2-nitrosopropane	26
1-bromo-3,3,3-trifluoro-2-(trifluoromethyl)prop-1-ene	26
1,1,1,2,2-Pentafluoro-3-(trifluoromethoxy)propane	26
INDIUM TRIFLUOROACETATE	26
5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione	26
1H,1H,2H,2H-Perfluorooctanethiol	26
Methyl perfluorohexadecanoate	26
1-bromo-1,1,2,2-tetrafluorobutane	26
2,4-dibromo-3,3,4,4-tetrafluorobut-1-ene	26
2-bromo-3,3,4,4,5,5,5-heptafluoropent-1-ene	26
Chromium(3+) tris(trifluoroacetate)	26
3-(difluoromethoxy)-1,1,2,2-tetrafluoropropane	26
2-Bromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene	26
1H,1H,2H,2H-Perfluorohexyl bromide	26
Methyl Perfluorodecanoate	26
3,3,3-Trifluoro-2-hydroxy-2-(trifluoromethyl)propanoic acid	26
2-Bromo-2-cyanohexafluoropropane	26
Palladium(II) trifluoroacetate	26
SR3335	26
7,7-bis(1,1,2,2,2-pentafluoroethyl)cyclohepta-1,3,5-triene	26
2,2'-(1,4-Phenylene)bis(hexafluoropropan-2-ol)	26
7,7-Bis(trifluoromethyl)-1,3,5-cycloheptatriene	26
Benzene, [2,2,2-trifluoro-1,1-bis(trifluoromethyl)ethyl]-	26
3,3,4,4,5,5,5-Heptafluoro-2-methyl-2-pentanol	26
3,3,4,4,5,5,6,6,7,7-Decafluoro-1,2-dithiepane	26
1,1,2,2-Tetrafluoro-3-iodopropane	26
Methyl Perfluorododecanoate	26
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-1-decanethiol	26
Methyl perfluoroheptanoate	26
Methyl Nonafluorovalerate	26
Methyl perfluorohexanoate	26
1H,1H,13H-Perfluorotridecan-1-ol	26
1-[(1,1,2,3,3,3-Hexafluoropropyl)sulfanyl]-4-methylbenzene	26
9-diethoxyphosphoryl-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-9-iodononane	26
